1.200702510629349185e+00,-1.329507107504069197e+00,4.867492014308783865e+00,7.400980878266451013e-01,-4.186502203790045673e-01,-4.334583184225001551e-01,1.054675656066957457e+00,-1.013914487930852454e-01
6.116339324293738056e-01,2.253136337200545847e-01,-4.250472456161069168e+00,-4.042246501891279542e-01,-7.186169394323298487e-01,7.241128744708159592e-01,-1.244768748851457607e+00,3.431121130340428205e-01
9.427986015366026651e-01,-1.178884506927974751e+00,-3.453283579087618183e+00,-8.817622476822122302e-01,-9.569505721559238287e-01,-6.810090084098445740e-01,2.378627010982980572e+00,1.909081960076878248e+00
-3.087374091043626034e+00,5.837092560583422296e-01,1.474259924229314178e-01,-2.924942225330170675e+00,1.142448566774130342e-01,4.075525113452305725e-01,-7.992440561744486305e-02,-2.030271778901473034e+00
3.599394390073376471e+00,-2.753522044826217208e+00,-1.471706590766520772e+00,-7.494108142457501787e-01,-1.019291472742856364e+00,1.077368648972874654e+00,1.455245562798122283e-01,-2.326148553089426141e+00
-1.450101266178685400e+00,-4.467542678683791846e-01,1.043738468666683739e+00,-3.112097965283889600e+00,-2.330142955957166528e-01,9.832669299819641884e-01,1.093320236266542012e-01,-2.607981248936863672e+00
-4.061278503931166073e-01,-3.420522214945267425e+00,-2.172933794802935914e+00,9.432945551735775203e-01,1.161340432785670673e+00,6.724457803294813241e-01,2.035403030759158627e-01,-7.021610857661387817e-01
2.473359515478674719e+00,4.487071593840137318e+00,-7.782001683722655772e-01,1.184218948329141430e+00,4.729400227448805061e-01,-1.657528495005539115e+00,-6.930237371126754531e-02,1.103568237321016499e+00
-1.314133993683297641e+00,-1.957516113178998096e-01,-1.213274681086519008e-01,-1.367966892341582197e+00,-1.622858360712626236e-01,-7.255948327908141593e-01,1.685162049470106949e+00,-7.038092091203921319e-01
-7.929450150779369100e-01,-4.733480045587294960e-01,1.538371065318866693e+00,-1.503503767824575288e+00,-1.665868628872888557e-01,1.230661337601343525e-01,-8.178208449271990865e-01,-1.588641267405680457e+00
2.602041830655935861e+00,-1.598858545981089119e+00,3.088817503084822835e+00,1.042125248440877394e+00,5.644339824092514668e-02,-1.835442559109128902e-01,5.696945603015164394e-01,5.293155676444757374e-01
3.018696668447177878e+00,7.889551963084235897e-01,-3.583676965950158610e+00,-4.065282277063147376e+00,-1.379915801979091139e+00,2.451410882208748809e+00,-8.907878915725216951e-01,-1.525883379123966765e-01
-2.741901219158263903e+00,-9.834736569866301403e-01,-2.334347786472745767e+00,3.327602147908007013e-01,3.202439667781446175e+00,-5.822928209971057756e-01,-5.489469740215607851e-01,1.537820940873563247e+00
-2.046096791642902257e+00,3.440194311441755470e+00,7.026577883462302720e-01,-2.665042963271484933e+00,-6.773790364568169631e-01,1.408391501319131489e+00,1.128775937628403447e+00,-1.511891550786704785e+00
4.740997051710897026e+00,-2.182561671230806688e+00,-6.737231191810959252e-02,5.730997100979596803e-01,-7.409686108931826665e-01,8.192362671172894739e-01,-1.001539368541945807e+00,-7.896469397519022548e-01
-3.811871562199620200e+00,4.279544300133359513e+00,-3.065526871318003943e-01,5.252029373878010610e+00,-1.177782521933194770e+00,3.857470683630471964e+00,-1.810030663120775429e+00,-9.505214763039566694e-01
